INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182034553,361,Robbery,ROBBERY - OTHER,C11,402,,2018-05-07 13:47:00,2018,5,Monday,13,Part One,FULLER ST,42.28368807,-71.06587898,"(42.28368807, -71.06587898)"
I182034484,361,Robbery,ROBBERY - OTHER,A1,105,,2018-05-07 11:04:00,2018,5,Monday,11,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182034152,361,Robbery,ROBBERY - OTHER,E13,906,,2018-05-06 03:47:00,2018,5,Sunday,3,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182034093,301,Robbery,ROBBERY - STREET,C11,335,,2018-05-05 23:09:00,2018,5,Saturday,23,Part One,BARRY ST,42.30977065,-71.06699385,"(42.30977065, -71.06699385)"
I182034083,301,Robbery,ROBBERY - STREET,B2,280,,2018-05-05 22:44:00,2018,5,Saturday,22,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182034049,301,Robbery,ROBBERY - STREET,C6,176,,2018-05-05 19:37:00,2018,5,Saturday,19,Part One,MOORE ST,42.33126177,-71.06588201,"(42.33126177, -71.06588201)"
I182033852,301,Robbery,ROBBERY - STREET,A1,112,,2018-05-05 01:11:00,2018,5,Saturday,1,Part One,CHAUNCY ST,42.35251737,-71.06112927,"(42.35251737, -71.06112927)"
I182033849,301,Robbery,ROBBERY - STREET,A1,111,,2018-05-05 02:37:00,2018,5,Saturday,2,Part One,WASHINGTON ST,42.35358129,-71.06236665,"(42.35358129, -71.06236665)"
I182033825,301,Robbery,ROBBERY - STREET,D4,627,,2018-05-04 22:15:00,2018,5,Friday,22,Part One,BOYLSTON ST,42.3436134,-71.10130276,"(42.34361340, -71.10130276)"
I182033791,381,Robbery,ROBBERY - CAR JACKING,C6,177,,2018-05-04 22:10:00,2018,5,Friday,22,Part One,NEWMARKET SQ,42.32938159,-71.06704418,"(42.32938159, -71.06704418)"
I182033460,301,Robbery,ROBBERY - STREET,C6,174,,2018-05-03 21:56:00,2018,5,Thursday,21,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I182033224,361,Robbery,ROBBERY - OTHER,D4,133,,2018-05-03 08:33:00,2018,5,Thursday,8,Part One,BERKELEY ST,42.35205262,-71.0734441,"(42.35205262, -71.07344410)"
I182033082,301,Robbery,ROBBERY - STREET,B2,309,,2018-05-02 19:05:18,2018,5,Wednesday,19,Part One,S CHARLAME CT,42.31939136,-71.08544157,"(42.31939136, -71.08544157)"
I182033055,361,Robbery,ROBBERY - OTHER,B2,314,,2018-05-02 17:36:00,2018,5,Wednesday,17,Part One,CRAWFORD ST,42.31629691,-71.09175536,"(42.31629691, -71.09175536)"
I182033035,301,Robbery,ROBBERY - STREET,E18,519,,2018-05-02 16:35:00,2018,5,Wednesday,16,Part One,RIVER ST,42.25604138,-71.12102424,"(42.25604138, -71.12102424)"
I182033026,311,Robbery,ROBBERY - COMMERCIAL,C11,366,,2018-05-02 16:37:00,2018,5,Wednesday,16,Part One,DORCHESTER AVE,42.28986397,-71.06315894,"(42.28986397, -71.06315894)"
I182032863,311,Robbery,ROBBERY - COMMERCIAL,B3,428,,2018-05-02 08:06:00,2018,5,Wednesday,8,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182032863,361,Robbery,ROBBERY - OTHER,B3,428,,2018-05-02 08:06:00,2018,5,Wednesday,8,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182032636,311,Robbery,ROBBERY - COMMERCIAL,B3,432,,2018-05-01 13:55:00,2018,5,Tuesday,13,Part One,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I182032530,361,Robbery,ROBBERY - OTHER,E18,498,,2018-04-30 22:00:00,2018,4,Monday,22,Part One,NAVARRE ST,42.27458078,-71.11766502,"(42.27458078, -71.11766502)"
I182032425,301,Robbery,ROBBERY - STREET,B2,298,,2018-04-30 17:43:00,2018,4,Monday,17,Part One,DALE ST,42.32328409,-71.08937234,"(42.32328409, -71.08937234)"
I182032150,301,Robbery,ROBBERY - STREET,A15,38,,2018-04-29 19:01:00,2018,4,Sunday,19,Part One,FIRST AVE,42.37749764,-71.05031219,"(42.37749764, -71.05031219)"
I182032140,301,Robbery,ROBBERY - STREET,A7,824,,2018-04-29 17:55:00,2018,4,Sunday,17,Part One,LEXINGTON ST,42.37987589,-71.03171809,"(42.37987589, -71.03171809)"
I182032139,361,Robbery,ROBBERY - OTHER,C6,175,,2018-04-29 17:47:00,2018,4,Sunday,17,Part One,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)"
I182031839,351,Robbery,ROBBERY - BANK,D14,804,,2018-04-28 15:21:00,2018,4,Saturday,15,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I182031735,301,Robbery,ROBBERY - STREET,B2,263,,2018-04-28 00:18:00,2018,4,Saturday,0,Part One,DUDLEY ST,42.32297261,-71.07317313,"(42.32297261, -71.07317313)"
I182031729,301,Robbery,ROBBERY - STREET,C11,353,,2018-04-28 05:03:00,2018,4,Saturday,5,Part One,WILLIAM T MORRISSEY BLVD,42.30027016,-71.04967147,"(42.30027016, -71.04967147)"
I182031598,311,Robbery,ROBBERY - COMMERCIAL,C11,401,,2018-04-27 16:41:00,2018,4,Friday,16,Part One,TALBOT AVE,42.2871482,-71.06493039,"(42.28714820, -71.06493039)"
I182031416,301,Robbery,ROBBERY - STREET,C11,362,,2018-04-27 00:50:00,2018,4,Friday,0,Part One,KENWOOD ST,42.29167441,-71.07172281,"(42.29167441, -71.07172281)"
I182031361,301,Robbery,ROBBERY - STREET,C11,362,,2018-04-26 18:40:00,2018,4,Thursday,18,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I182031335,301,Robbery,ROBBERY - STREET,C6,179,,2018-04-26 12:50:00,2018,4,Thursday,12,Part One,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)"
I182031086,361,Robbery,ROBBERY - OTHER,E18,516,,2018-04-25 21:30:00,2018,4,Wednesday,21,Part One,TRUMAN PKWY,42.25194322,-71.11925138,"(42.25194322, -71.11925138)"
I182031003,301,Robbery,ROBBERY - STREET,D4,271,,2018-04-25 12:30:00,2018,4,Wednesday,12,Part One,HARRISON AVE,42.33478683,-71.07532946,"(42.33478683, -71.07532946)"
I182030980,381,Robbery,ROBBERY - CAR JACKING,B2,265,,2018-04-25 14:52:00,2018,4,Wednesday,14,Part One,ALASKA ST,42.3210436,-71.07865897,"(42.32104360, -71.07865897)"
I182030980,301,Robbery,ROBBERY - STREET,B2,265,,2018-04-25 14:52:00,2018,4,Wednesday,14,Part One,ALASKA ST,42.3210436,-71.07865897,"(42.32104360, -71.07865897)"
I182030867,301,Robbery,ROBBERY - STREET,B3,458,,2018-04-25 08:06:00,2018,4,Wednesday,8,Part One,MICHIGAN AVE,42.30250605,-71.083294,"(42.30250605, -71.08329400)"
I182030507,311,Robbery,ROBBERY - COMMERCIAL,A7,17,,2018-04-23 22:47:00,2018,4,Monday,22,Part One,CHELSEA ST,42.37977166,-71.02730041,"(42.37977166, -71.02730041)"
I182030501,361,Robbery,ROBBERY - OTHER,B2,330,,2018-04-23 10:45:00,2018,4,Monday,10,Part One,BLUE HILL AVE,42.30638316,-71.08435635,"(42.30638316, -71.08435635)"
I182030168,311,Robbery,ROBBERY - COMMERCIAL,C11,363,,2018-04-22 19:24:00,2018,4,Sunday,19,Part One,DORCHESTER AVE,42.2938387,-71.06202501,"(42.29383870, -71.06202501)"
I182030013,301,Robbery,ROBBERY - STREET,B2,317,,2018-04-22 04:50:00,2018,4,Sunday,4,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)"
I182029896,361,Robbery,ROBBERY - OTHER,C6,175,,2018-04-21 15:55:00,2018,4,Saturday,15,Part One,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
I182029806,361,Robbery,ROBBERY - OTHER,C11,367,,2018-04-21 11:05:00,2018,4,Saturday,11,Part One,VICTORY RD,42.29578949,-71.05581808,"(42.29578949, -71.05581808)"
I182029769,301,Robbery,ROBBERY - STREET,A1,117,,2018-04-21 02:30:00,2018,4,Saturday,2,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I182029362,301,Robbery,ROBBERY - STREET,D4,618,,2018-04-19 20:15:00,2018,4,Thursday,20,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,"(42.34091586, -71.08771531)"
I182029328,351,Robbery,ROBBERY - BANK,A1,111,,2018-04-19 17:50:00,2018,4,Thursday,17,Part One,WINTER ST,42.35571985,-71.06110871,"(42.35571985, -71.06110871)"
I182029321,361,Robbery,ROBBERY - OTHER,B2,309,,2018-04-19 17:14:00,2018,4,Thursday,17,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182029258,361,Robbery,ROBBERY - OTHER,B3,468,,2018-04-19 14:23:00,2018,4,Thursday,14,Part One,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)"
I182029155,301,Robbery,ROBBERY - STREET,E13,567,,2018-04-19 06:30:00,2018,4,Thursday,6,Part One,FOREST HILLS ST,42.30887462,-71.10247235,"(42.30887462, -71.10247235)"
I182029149,301,Robbery,ROBBERY - STREET,C6,194,,2018-04-19 03:48:00,2018,4,Thursday,3,Part One,DORCHESTER AVE,42.33138444,-71.05697531,"(42.33138444, -71.05697531)"
I182029066,361,Robbery,ROBBERY - OTHER,A1,111,,2018-04-18 22:05:00,2018,4,Wednesday,22,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182028623,311,Robbery,ROBBERY - COMMERCIAL,C11,337,,2018-04-17 11:59:00,2018,4,Tuesday,11,Part One,BOWDOIN ST,42.3036967,-71.07104897,"(42.30369670, -71.07104897)"
I182028362,301,Robbery,ROBBERY - STREET,B3,466,,2018-04-14 01:00:00,2018,4,Saturday,1,Part One,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I182028333,361,Robbery,ROBBERY - OTHER,A1,101,,2018-04-16 02:27:00,2018,4,Monday,2,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I182028324,371,Robbery,ROBBERY - HOME INVASION,B3,408,,2018-04-16 00:29:00,2018,4,Monday,0,Part One,TEMPLE ST,42.27327428,-71.07251356,"(42.27327428, -71.07251356)"
I182028292,311,Robbery,ROBBERY - COMMERCIAL,A15,54,,2018-04-15 21:36:00,2018,4,Sunday,21,Part One,MAIN ST,42.37746305,-71.06697969,"(42.37746305, -71.06697969)"
I182028251,311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2018-04-15 18:14:00,2018,4,Sunday,18,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I182028184,301,Robbery,ROBBERY - STREET,C11,403,,2018-04-15 12:53:00,2018,4,Sunday,12,Part One,FULLER ST,42.28314378,-71.06766456,"(42.28314378, -71.06766456)"
I182027835,311,Robbery,ROBBERY - COMMERCIAL,E13,304,,2018-04-14 08:02:00,2018,4,Saturday,8,Part One,COLUMBUS AVE,42.31771534,-71.09823049,"(42.31771534, -71.09823049)"
I182027830,301,Robbery,ROBBERY - STREET,A1,111,,2018-04-14 06:39:00,2018,4,Saturday,6,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182027815,301,Robbery,ROBBERY - STREET,A7,16,,2018-04-14 03:28:00,2018,4,Saturday,3,Part One,FALCON ST,42.38196252,-71.03026651,"(42.38196252, -71.03026651)"
I182027766,301,Robbery,ROBBERY - STREET,A7,14,,2018-04-13 22:51:00,2018,4,Friday,22,Part One,BENNINGTON ST,42.38305084,-71.0173536,"(42.38305084, -71.01735360)"
I182027622,351,Robbery,ROBBERY - BANK,A1,105,,2018-04-13 13:12:00,2018,4,Friday,13,Part One,SUMMER ST,42.35474968,-71.05951251,"(42.35474968, -71.05951251)"
I182027579,301,Robbery,ROBBERY - STREET,D4,172,,2018-04-13 11:36:00,2018,4,Friday,11,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182027492,301,Robbery,ROBBERY - STREET,D4,624,,2018-04-13 00:05:00,2018,4,Friday,0,Part One,BROOKLINE AVE,42.34717072,-71.09855075,"(42.34717072, -71.09855075)"
I182027379,301,Robbery,ROBBERY - STREET,B2,329,,2018-04-12 19:54:00,2018,4,Thursday,19,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I182027139,301,Robbery,ROBBERY - STREET,B2,290,,2018-04-11 21:04:00,2018,4,Wednesday,21,Part One,ROXBURY ST,42.3300733,-71.09126467,"(42.33007330, -71.09126467)"
I182027050,361,Robbery,ROBBERY - OTHER,B2,329,,2018-04-11 15:13:00,2018,4,Wednesday,15,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182026916,371,Robbery,ROBBERY - HOME INVASION,E5,564,,2018-04-11 10:01:00,2018,4,Wednesday,10,Part One,WASHINGTON ST,42.29492396,-71.11910662,"(42.29492396, -71.11910662)"
I182026908,301,Robbery,ROBBERY - STREET,A7,16,,2018-04-11 09:30:00,2018,4,Wednesday,9,Part One,NEPTUNE RD,42.38043677,-71.02611991,"(42.38043677, -71.02611991)"
I182026868,301,Robbery,ROBBERY - STREET,D14,783,,2018-04-10 22:47:00,2018,4,Tuesday,22,Part One,COMMONWEALTH AVE,42.34888559,-71.14007361,"(42.34888559, -71.14007361)"
I182026820,301,Robbery,ROBBERY - STREET,B3,468,,2018-04-10 19:30:00,2018,4,Tuesday,19,Part One,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)"
I182026600,301,Robbery,ROBBERY - STREET,D4,598,,2018-04-10 02:30:00,2018,4,Tuesday,2,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)"
I182026560,311,Robbery,ROBBERY - COMMERCIAL,C6,191,,2018-04-09 21:12:00,2018,4,Monday,21,Part One,DORCHESTER AVE,42.3290376,-71.05694505,"(42.32903760, -71.05694505)"
I182026236,301,Robbery,ROBBERY - STREET,A1,115,,2018-04-08 19:00:00,2018,4,Sunday,19,Part One,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)"
I182026224,361,Robbery,ROBBERY - OTHER,B2,311,,2018-04-08 19:03:00,2018,4,Sunday,19,Part One,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I182026032,301,Robbery,ROBBERY - STREET,D4,170,,2018-04-07 23:01:00,2018,4,Saturday,23,Part One,E CONCORD ST,42.33753031,-71.07448985,"(42.33753031, -71.07448985)"
I182026005,301,Robbery,ROBBERY - STREET,E13,510,,2018-04-07 20:34:46,2018,4,Saturday,20,Part One,MORTON ST,42.30016125,-71.10898052,"(42.30016125, -71.10898052)"
I182025981,311,Robbery,ROBBERY - COMMERCIAL,A1,102,,2018-04-07 18:32:00,2018,4,Saturday,18,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182025841,301,Robbery,ROBBERY - STREET,C11,359,,2018-04-07 02:30:00,2018,4,Saturday,2,Part One,WASHINGTON ST,42.29451037,-71.07197241,"(42.29451037, -71.07197241)"
I182025789,301,Robbery,ROBBERY - STREET,A7,26,,2018-04-07 02:30:00,2018,4,Saturday,2,Part One,MERIDIAN ST,42.38289141,-71.03930932,"(42.38289141, -71.03930932)"
I182025760,301,Robbery,ROBBERY - STREET,D14,790,,2018-04-06 22:55:00,2018,4,Friday,22,Part One,STRATHMORE RD,42.33777155,-71.14740953,"(42.33777155, -71.14740953)"
I182025489,301,Robbery,ROBBERY - STREET,C11, ,,2018-04-05 20:00:00,2018,4,Thursday,20,Part One,,42.30521265,-71.0683617,"(42.30521265, -71.06836170)"
I182025460,301,Robbery,ROBBERY - STREET,A1,111,,2018-04-05 18:18:00,2018,4,Thursday,18,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I182025314,301,Robbery,ROBBERY - STREET,E13,573,,2018-04-04 13:30:00,2018,4,Wednesday,13,Part One,GLEN RD,42.30943548,-71.10456991,"(42.30943548, -71.10456991)"
I182025219,301,Robbery,ROBBERY - STREET,A7,17,,2018-04-05 00:01:00,2018,4,Thursday,0,Part One,SHELBY ST,42.38090412,-71.02795572,"(42.38090412, -71.02795572)"
I182025204,311,Robbery,ROBBERY - COMMERCIAL,B3,456,,2018-04-04 21:08:00,2018,4,Wednesday,21,Part One,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I182025109,381,Robbery,ROBBERY - CAR JACKING,E13,578,,2018-04-04 16:31:00,2018,4,Wednesday,16,Part One,FORBES ST,42.3211829,-71.1068278,"(42.32118290, -71.10682780)"
I182024936,301,Robbery,ROBBERY - STREET,A1,97,,2018-04-04 05:47:00,2018,4,Wednesday,5,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182024936,311,Robbery,ROBBERY - COMMERCIAL,A1,97,,2018-04-04 05:47:00,2018,4,Wednesday,5,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182024752,301,Robbery,ROBBERY - STREET,E5,720,,2018-04-03 12:49:00,2018,4,Tuesday,12,Part One,CENTRE ST,42.27877089,-71.15946645,"(42.27877089, -71.15946645)"
I182024725,311,Robbery,ROBBERY - COMMERCIAL,D4,627,,2018-04-03 11:11:00,2018,4,Tuesday,11,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182024666,301,Robbery,ROBBERY - STREET,A1,113,,2018-04-03 06:59:00,2018,4,Tuesday,6,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I182024648,301,Robbery,ROBBERY - STREET,B3,475,,2018-04-03 02:33:00,2018,4,Tuesday,2,Part One,CUMMINS HWY,42.27043477,-71.10005783,"(42.27043477, -71.10005783)"
I182024499,351,Robbery,ROBBERY - BANK,A1,100,,2018-04-02 15:21:00,2018,4,Monday,15,Part One,STATE ST,42.35902548,-71.05567996,"(42.35902548, -71.05567996)"
I182024304,371,Robbery,ROBBERY - HOME INVASION,B2,587,,2018-04-01 23:21:00,2018,4,Sunday,23,Part One,BURNEY ST,42.33188687,-71.0995439,"(42.33188687, -71.09954390)"
I182024160,361,Robbery,ROBBERY - OTHER,E18,480,,2018-03-31 22:00:00,2018,3,Saturday,22,Part One,CUMMINS HWY,42.27022181,-71.09892736,"(42.27022181, -71.09892736)"
I182024110,301,Robbery,ROBBERY - STREET,C11,250,,2018-04-01 01:58:00,2018,4,Sunday,1,Part One,SAVIN HILL AVE,42.31060867,-71.05225582,"(42.31060867, -71.05225582)"
I182023859,301,Robbery,ROBBERY - STREET,A1,111,,2018-03-31 03:42:00,2018,3,Saturday,3,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182023839,301,Robbery,ROBBERY - STREET,C11,350,,2018-03-31 02:15:00,2018,3,Saturday,2,Part One,GREENWICH ST,42.30348022,-71.05842644,"(42.30348022, -71.05842644)"
I182023836,301,Robbery,ROBBERY - STREET,A7,23,,2018-03-31 01:44:00,2018,3,Saturday,1,Part One,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I182023728,351,Robbery,ROBBERY - BANK,E5,720,,2018-03-30 16:07:00,2018,3,Friday,16,Part One,CENTRE ST,42.28251404,-71.15747905,"(42.28251404, -71.15747905)"
I182023726,311,Robbery,ROBBERY - COMMERCIAL,E5,695,,2018-03-30 16:03:00,2018,3,Friday,16,Part One,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I182023713,301,Robbery,ROBBERY - STREET,B2,258,,2018-03-30 15:24:00,2018,3,Friday,15,Part One,COLUMBIA RD,42.31635508,-71.06593853,"(42.31635508, -71.06593853)"
I182023550,301,Robbery,ROBBERY - STREET,A7,19,,2018-03-30 02:27:00,2018,3,Friday,2,Part One,PRINCETON ST,42.37949494,-71.0306854,"(42.37949494, -71.03068540)"
I182023419,351,Robbery,ROBBERY - BANK,E5,679,,2018-03-29 14:21:00,2018,3,Thursday,14,Part One,BELGRADE AVE,42.28665632,-71.13128576,"(42.28665632, -71.13128576)"
I182023260,301,Robbery,ROBBERY - STREET,B2,182,,2018-03-28 23:54:00,2018,3,Wednesday,23,Part One,ALBION ST,42.3220384,-71.07140396,"(42.32203840, -71.07140396)"
I182023229,301,Robbery,ROBBERY - STREET,D4,903,,2018-03-28 22:00:00,2018,3,Wednesday,22,Part One,LATTIMORE CT,42.33676619,-71.08205122,"(42.33676619, -71.08205122)"
I182022938,361,Robbery,ROBBERY - OTHER,C6,914,,2018-03-27 21:47:00,2018,3,Tuesday,21,Part One,GENERAL LAWRENCE J LOGAN ,42.32828842,-71.05529696,"(42.32828842, -71.05529696)"
I182022747,301,Robbery,ROBBERY - STREET,C11,356,,2018-03-26 17:20:00,2018,3,Monday,17,Part One,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I182022623,301,Robbery,ROBBERY - STREET,B2,180,Y,2018-03-26 20:00:00,2018,3,Monday,20,Part One,HAMPDEN ST,42.32829617,-71.07508786,"(42.32829617, -71.07508786)"
I182022483,301,Robbery,ROBBERY - STREET,C11,240,,2018-03-25 02:30:00,2018,3,Sunday,2,Part One,CHASE ST,42.31840845,-71.05974267,"(42.31840845, -71.05974267)"
I182022370,301,Robbery,ROBBERY - STREET,D4,161,,2018-03-26 00:45:00,2018,3,Monday,0,Part One,VILLAGE CT,42.34569316,-71.06857257,"(42.34569316, -71.06857257)"
I182022337,301,Robbery,ROBBERY - STREET,E13,916,,2018-03-25 15:21:00,2018,3,Sunday,15,Part One,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182022118,301,Robbery,ROBBERY - STREET,C11,257,,2018-03-25 00:23:00,2018,3,Sunday,0,Part One,EVERETT AVE,42.31600283,-71.06272297,"(42.31600283, -71.06272297)"
I182022113,301,Robbery,ROBBERY - STREET,A7,22,,2018-03-24 22:35:00,2018,3,Saturday,22,Part One,LONDON ST,42.37568399,-71.03624887,"(42.37568399, -71.03624887)"
I182022090,311,Robbery,ROBBERY - COMMERCIAL,D4,130,,2018-03-24 20:08:00,2018,3,Saturday,20,Part One,HUNTINGTON AVE,42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
I182021927,301,Robbery,ROBBERY - STREET,B3,435,,2018-03-24 01:00:00,2018,3,Saturday,1,Part One,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I182021907,301,Robbery,ROBBERY - STREET,C11,346,,2018-03-24 02:09:00,2018,3,Saturday,2,Part One,JULIETTE ST,42.30584423,-71.06261555,"(42.30584423, -71.06261555)"
I182021895,361,Robbery,ROBBERY - OTHER,E18,940,,2018-03-24 00:47:36,2018,3,Saturday,0,Part One,NEWACRE RD,42.24550885,-71.11889368,"(42.24550885, -71.11889368)"
I182021856,311,Robbery,ROBBERY - COMMERCIAL,D4,170,,2018-03-23 20:49:00,2018,3,Friday,20,Part One,WASHINGTON ST,42.33675016,-71.07662788,"(42.33675016, -71.07662788)"
I182021823,301,Robbery,ROBBERY - STREET,B3,459,,2018-03-23 17:16:00,2018,3,Friday,17,Part One,MERRILL ST,42.30305078,-71.07968913,"(42.30305078, -71.07968913)"
I182021790,301,Robbery,ROBBERY - STREET,B2,328,,2018-03-23 16:34:00,2018,3,Friday,16,Part One,NORMANDY ST,42.31130246,-71.07824138,"(42.31130246, -71.07824138)"
I182021672,351,Robbery,ROBBERY - BANK,D14,770,,2018-03-23 09:48:00,2018,3,Friday,9,Part One,MARKET ST,42.35046039,-71.15265804,"(42.35046039, -71.15265804)"
I182021636,301,Robbery,ROBBERY - STREET,A1,103,,2018-03-23 02:00:00,2018,3,Friday,2,Part One,SCHOOL ST,42.35788876,-71.06010047,"(42.35788876, -71.06010047)"
I182021625,301,Robbery,ROBBERY - STREET,A7,19,,2018-03-23 01:32:00,2018,3,Friday,1,Part One,SARATOGA ST,42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
I182021599,301,Robbery,ROBBERY - STREET,C11,351,,2018-03-22 21:22:00,2018,3,Thursday,21,Part One,SALISBURY PARK,42.29928376,-71.059172,"(42.29928376, -71.05917200)"
I182021527,361,Robbery,ROBBERY - OTHER,E13,930,,2018-03-22 17:13:00,2018,3,Thursday,17,Part One,COLUMBUS AVE,42.31506898,-71.09746579,"(42.31506898, -71.09746579)"
I182021479,311,Robbery,ROBBERY - COMMERCIAL,C11,403,,2018-03-22 14:38:00,2018,3,Thursday,14,Part One,WASHINGTON ST,42.27913786,-71.06970635,"(42.27913786, -71.06970635)"
I182021451,301,Robbery,ROBBERY - STREET,A1,111,,2018-03-22 13:12:00,2018,3,Thursday,13,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I182021277,301,Robbery,ROBBERY - STREET,C11,337,,2018-03-21 16:28:00,2018,3,Wednesday,16,Part One,EVERTON ST,42.30481467,-71.07218295,"(42.30481467, -71.07218295)"
I182021226,311,Robbery,ROBBERY - COMMERCIAL,E18,501,,2018-03-21 14:15:00,2018,3,Wednesday,14,Part One,CUMMINS HWY,42.2796959,-71.11832827,"(42.27969590, -71.11832827)"
I182021099,301,Robbery,ROBBERY - STREET,A7,19,,2018-03-21 00:46:00,2018,3,Wednesday,0,Part One,PRINCETON ST,42.37886156,-71.03238522,"(42.37886156, -71.03238522)"
I182020967,301,Robbery,ROBBERY - STREET,B2,311,,2018-03-20 14:51:43,2018,3,Tuesday,14,Part One,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I182020806,301,Robbery,ROBBERY - STREET,D4,273,,2018-03-20 01:00:00,2018,3,Tuesday,1,Part One,NORTHAMPTON ST,42.33690201,-71.07871786,"(42.33690201, -71.07871786)"
I182020770,311,Robbery,ROBBERY - COMMERCIAL,A15,60,,2018-03-19 20:50:00,2018,3,Monday,20,Part One,THOMPSON SQ,42.3751514,-71.0639642,"(42.37515140, -71.06396420)"
I182020659,351,Robbery,ROBBERY - BANK,C6,213,,2018-03-19 12:53:00,2018,3,Monday,12,Part One,W BROADWAY,42.336112,-71.04665434,"(42.33611200, -71.04665434)"
I182020572,301,Robbery,ROBBERY - STREET,A1,116,,2018-03-16 22:35:00,2018,3,Friday,22,Part One,TYLER ST,42.3509006,-71.0606869,"(42.35090060, -71.06068690)"
I182020501,301,Robbery,ROBBERY - STREET,B2,184,,2018-03-19 03:12:00,2018,3,Monday,3,Part One,E COTTAGE ST,42.32126855,-71.0669728,"(42.32126855, -71.06697280)"
I182020451,301,Robbery,ROBBERY - STREET,B2,324,,2018-03-18 21:40:00,2018,3,Sunday,21,Part One,DEWEY ST,42.31684817,-71.07778336,"(42.31684817, -71.07778336)"
I182020423,301,Robbery,ROBBERY - STREET,E13,912,,2018-03-18 20:07:52,2018,3,Sunday,20,Part One,CENTRE ST,42.32288805,-71.10174617,"(42.32288805, -71.10174617)"
